price,amount,amount_0,amount_1,amount_1_adj
0.3392751834134177,0.10904860005268166,0.0,1.9394263962517002,0.10904860005268166
0.33724572823759,0.10937622065728334,0.0,1.9452531198246161,0.10937622065728334
0.3332231642755958,0.11008857484848344,0.0,1.957922319807253,0.11008857484848344
0.3292485802269808,0.11098042511707201,0.0,1.9737838526611295,0.11098042511707201
0.3253214038020039,0.1116482758244642,0.0,1.9856615593904778,0.1116482758244642
0.3214410695370214,0.11232014547994727,0.0,1.9976107430026921,0.11232014547994727
0.31951829335359344,0.11265759496534834,0.0,2.0036122729542205,0.11265759496534834
0.31381869927540285,0.11367603852056576,0.0,2.0217252639795693,0.11367603852056576
0.31194151811199333,0.11401756158873007,0.0,2.02779924249013,0.11401756158873007
0.3082207750337503,0.11470368897635363,0.0,2.0400019994820173,0.11470368897635363
0.30272270703357607,0.11574062956462723,0.0,2.0584439597389212,0.11574062956462723
0.3009118991859498,0.11608835539528986,0.0,2.0646282542123933,0.11608835539528986
0.29911192311600276,0.1165410235260778,0.0,2.072678944649207,0.1165410235260778
0.29201904655564653,0.11794786966280998,0.0,2.0976996650594186,0.11794786966280998
0.28853593262851296,0.11865764860001989,0.0,2.11032306421964,0.11865764860001989
0.28680998634504534,0.11901413818865995,0.0,2.1166632218912054,0.11901413818865995
0.2850943642196341,0.11937169879825245,0.0,2.1230224276413803,0.11937169879825245
0.28338900449587323,0.11973033364651157,0.0,2.1294007386971248,0.11973033364651157
0.2816938457867672,0.12009004596083729,0.0,2.1357982124576593,0.12009004596083729
0.2800088270725215,0.12045083897831534,0.0,2.1422149064944667,0.12045083897831534
0.2717337231597937,0.12227112859354711,0.0,2.1745887079637,0.12227112859354711
0.2701082832871651,0.12264181219726547,0.0,2.181181305808714,0.12264181219726547
0.26688651424693094,0.1233798380333124,0.0,2.19430707529914,0.1233798380333124
0.26212577025263534,0.12449521246436755,0.0,2.21414397932402,0.12449521246436755
0.2605578026347126,0.12486924016173129,0.0,2.2207960517838776,0.12486924016173129
0.2574499488084474,0.12562067006736996,0.0,2.234160212288685,0.12562067006736996
0.25590995072821876,0.12599807903785493,0.0,2.2408724205993567,0.12599807903785493
0.25437916451265785,0.12637662187850374,0.0,2.2476047947601594,0.12637662187850374
0.2528575350588057,0.12675630199589055,0.0,2.254357395356923,0.12675630199589055
0.24984152767047885,0.1298080151580302,0.0,2.3086320312310478,0.1298080151580302
0.24538483357434185,0.1309815013885361,0.0,2.32950245203408,0.1309815013885361
0.24391700584949394,0.13137501619438385,0.0,2.3365011021901414,0.13137501619438385
0.23956599386980967,0.13256266837709174,0.0,2.3576234640691283,0.13256266837709174
0.23529259560623936,0.1337610571347441,0.0,2.378936775642495,0.1337610571347441
0.2324860974467047,0.13459718812106575,0.0,2.393807342571486,0.13459718812106575
0.23109542657881435,0.13500156573003172,0.0,2.4009991873865766,0.13500156573003172
0.2297130743393669,0.13540715823251182,0.0,2.408212639049887,0.13540715823251182
0.22833899096850854,0.13581396927846628,0.0,2.415447762475861,0.13581396927846628
0.22697312700403566,0.13622200252885233,0.0,2.4227046227745244,0.13622200252885233
0.2229243613543363,0.13745347228103755,0.0,2.4446062789390206,0.13745347228103755
0.22159088628428572,0.1378664311789202,0.0,2.4519507417449047,0.1378664311789202
0.2176381294953364,0.14872037023243498,0.0,2.644987753623317,0.14872037023243498
0.2163362752780076,0.1491671788809586,0.0,2.652934233326877,0.1491671788809586
0.21504220841120927,0.14961532990084955,0.0,2.660904587068821,0.14961532990084955
0.2137558823130527,0.1500648273250953,0.0,2.6688988865757213,0.1500648273250953
0.21247725068028978,0.15051567519873657,0.0,2.6769172037885185,0.15051567519873657
0.20994288698116534,0.15142143853537718,0.0,2.6930261801805964,0.15142143853537718
0.20868706368655981,0.15470416860697125,0.0,2.7514094455278184,0.15470416860697125
0.2074387523975762,0.15516895470444123,0.0,2.7596756536736233,0.15516895470444123
0.20496448636587225,0.15613894630942415,0.0,2.7769269280773075,0.15613894630942415
0.20373844255821416,0.15660822548328313,0.0,2.785273045464909,0.15660822548328313
0.2025197326230964,0.15707873204177475,0.0,2.7936409918549345,0.15707873204177475
0.20130831269121666,0.15755065216854836,0.0,2.802034078518542,0.15755065216854836
0.20010413915568726,0.1924765590572431,0.0,3.4231903858919526,0.1924765590572431
0.19890716867046554,0.19305491268121092,0.0,3.4334763894183538,0.19305491268121092
0.19771735814879346,0.19363808306572305,0.0,3.443848058900481,0.19363808306572305
0.19653466476164674,0.19421984042727833,0.0,3.4541945978076196,0.19421984042727833
0.19535904593619305,0.19480334559392795,0.0,3.4645722213809877,0.19480334559392795
0.1941904593542595,0.1958981425056767,0.0,3.484043154782743,0.1958981425056767
0.19302886295080948,0.19648668988599893,0.0,3.494510453989613,0.19648668988599893
0.19187421491242854,0.19708636687630568,0.0,3.5051756930083973,0.19708636687630568
0.19072647367581888,0.19767852822115708,0.0,3.515707266476465,0.19767852822115708
0.18958559792630347,0.1982826116440132,0.0,3.5264508737787064,0.1982826116440132
0.18845154659633906,0.1994317378989654,0.0,3.5468880530767763,0.1994317378989654
0.18732427886403738,0.20003090145097066,0.0,3.557544160609285,0.20003090145097066
0.18620375415169624,0.20063186510241654,0.0,3.568232282861555,0.20063186510241654
0.18508993212433852,0.2012346342614464,0.0,3.5789525160172686,0.2012346342614464
0.18398277268826033,0.20183921435246374,0.0,3.5897049565492964,0.20183921435246374
0.1828822359895878,0.20244561081611567,0.0,3.600489701219398,0.20244561081611567
0.18178828241284256,0.20504161814202265,0.0,3.64665962114771,0.20504161814202265
