price,amount,amount_0,amount_1,amount_1_adj
4101.002362860633,118545.1462197084,0.0,39.05408195042802,118545.1462197084
4096.903615147145,118604.43064850384,0.0,39.073612897197194,118604.43064850384
4092.808963927961,118789.81141781781,0.0,39.13468562760998,118789.81141781781
4088.718405108838,118849.21818851167,0.0,39.154256879281384,118849.21818851167
4084.631934599627,119160.8927814767,0.0,39.25693645312882,119160.8927814767
4080.5495483142645,127439.43443441395,0.0,41.98425894969589,127439.43443441395
4076.471242170773,127503.16689682739,0.0,42.00525527800936,127503.16689682739
4072.3970120912536,127612.97820924147,0.0,42.04143204383118,127612.97820924147
4068.326854001883,128353.29289013045,0.0,42.285324865583306,128353.29289013045
4064.2607638329105,128388.13692425951,0.0,42.2968040514273,128388.13692425951
4060.1987375186513,128524.51922516988,0.0,42.34173449123181,128524.51922516988
4056.1407709974847,128588.79433853722,0.0,42.36290959308009,128588.79433853722
4052.0868602118508,153562.88571398865,0.0,50.59049412367477,153562.88571398865
4048.0370011082427,154033.49096618296,0.0,50.745532576716414,154033.49096618296
4043.9911896372073,163313.9171909952,0.0,53.80292073537611,163313.9171909952
4039.949421753336,155905.51993567005,0.0,51.36226278558066,155905.51993567005
4035.9116934152644,155959.8789886136,0.0,51.38017109288892,155959.8789886136
4031.8780005856693,156037.87465679902,0.0,51.40586636017086,156037.87465679902
4027.848339231259,156115.90923106854,0.0,51.431574444859876,156115.90923106854
4023.822705322777,185335.08687960662,0.0,61.057680572353156,185335.08687960662
4019.801094834989,185696.88676470568,0.0,61.17687366302703,185696.88676470568
4015.783503746687,186279.45433396168,0.0,61.368797519185755,186279.45433396168
4011.7699280406828,262371.23382127,0.0,86.43683857034425,262371.23382127
4007.7603637038,262753.8587790393,0.0,86.56289237291249,262753.8587790393
4003.754806726876,262942.33888102154,0.0,86.62498616235534,262942.33888102154
3999.7532531047536,257109.58707018665,0.0,84.70341641040052,257109.58707018665
3995.7556988362785,257238.1675772367,0.0,84.7457765897895,257238.1675772367
3991.7621399242967,200427.20280796557,0.0,66.02969968125109,200427.20280796557
3987.772572375648,200527.43645410432,0.0,66.06272113472535,200527.43645410432
3983.7869922011623,200528.4035350428,0.0,66.0630397345114,200528.4035350428
3979.805395415659,242249.18466984265,0.0,79.80773411832465,242249.18466984265
3975.827778037938,242370.45492056498,0.0,79.84768597178207,242370.45492056498
3971.854136090781,242797.86792734812,0.0,79.98849496418612,242797.86792734812
3967.884465600942,242934.31706711638,0.0,80.03344742370477,242934.31706711638
3963.918762599146,233785.21762151388,0.0,77.0193241895156,233785.21762151388
3959.9570231200883,233944.41612364317,0.0,77.07177130816034,233944.41612364317
3955.999243202423,234061.4117285008,0.0,77.11031490176713,234061.4117285008
3952.045418888768,234190.46308643656,0.0,77.15283020053184,234190.46308643656
3948.0955462256925,235150.2059877672,0.0,77.46901250841343,235150.2059877672
3944.149621263719,235267.80460810463,0.0,77.50775476233417,235267.80460810463
3940.207640057316,235384.67449900473,0.0,77.5462569401314,235384.67449900473
3936.2695986648973,235502.39037702684,0.0,77.58503782398658,235502.39037702684
3932.3354931488143,235620.16278292888,0.0,77.62383733065785,235620.16278292888
3928.405319575354,235731.87164068027,0.0,77.66063923292322,235731.87164068027
3924.4790740147373,235859.86907173728,0.0,77.70280732095847,235859.86907173728
3920.556752541109,238945.9839774279,0.0,78.71951182788025,238945.9839774279
3916.6383512325397,239065.4867515277,0.0,78.75888139535581,239065.4867515277
3912.7238661710203,239174.92031176,0.0,78.79493371268578,239174.92031176
3908.8132934424557,239294.52580081194,0.0,78.83433711906817,239294.52580081194
3904.906629136666,239471.16351593446,0.0,78.89252949574418,239471.16351593446
3901.0038693473757,243529.62409045827,0.0,80.22956822676296,243529.62409045827
3897.105010172215,243698.8223254621,0.0,80.28530970540149,243698.8223254621
3893.2100477127137,243878.9277127641,0.0,80.34464448864406,243878.9277127641
3889.3189780743005,244075.47354319762,0.0,80.4093954903809,244075.47354319762
3885.4317973662914,244139.59026457343,0.0,80.43051841081126,244139.59026457343
3881.5485017018973,244262.54697547396,0.0,80.47102585980427,244262.54697547396
3877.669087198208,244384.7026776923,0.0,80.51126942065243,244384.7026776923
3873.793549976199,244506.9258591311,0.0,80.55153521217886,244506.9258591311
3869.9218861607173,244629.2037751987,0.0,80.59181903574411,244629.2037751987
3866.0540918804886,244751.56716193334,0.0,80.63213101717615,244751.56716193334
3862.1901632681033,244874.06284424255,0.0,80.67248658269725,244874.06284424255
3858.33009646002,466249.27869141963,0.0,153.60340022352915,466249.27869141963
3854.473887596557,466482.44996028027,0.0,153.68021728549212,466482.44996028027
3850.6215328218905,465234.17923334695,0.0,153.2689809859002,465234.17923334695
3846.7730282840503,465488.82606683497,0.0,153.35287306095006,465488.82606683497
3842.928370134917,465721.6170334793,0.0,153.42956483432556,465721.6170334793
3839.087554530216,244391.16313669126,0.0,80.51339778527324,244391.16313669126
3835.250577629517,244677.3259871159,0.0,80.60767264820976,244677.3259871159
3831.417435596224,244799.68912024493,0.0,80.64798454609274,244799.68912024493
3827.58812459758,244922.13902077946,0.0,80.68832502904625,244922.13902077946
3823.762640804656,245049.55988126434,0.0,80.73030316890487,245049.55988126434
3819.940980392349,253937.1340176461,0.0,83.65826824998426,253937.1340176461
3816.123139539383,253991.6521474982,0.0,83.67622896435279,253991.6521474982
3812.309114428296,254119.11082665098,0.0,83.71821956337487,254119.11082665098
3808.498901245446,254246.1957964904,0.0,83.76008704580708,254246.1957964904
3804.6924961809987,254373.344321507,0.0,83.80197546616189,254373.344321507
3800.8898954289307,317291.5393453032,0.0,104.53004762255551,317291.5393453032
3797.091095187021,320331.42631788185,0.0,105.5315225773132,320331.42631788185
3793.296091656848,320491.62406747794,0.0,105.58429889283947,320491.62406747794
3789.5048810437884,320651.9019318553,0.0,105.63710160176382,320651.9019318553
3785.7174595570086,320912.62535693264,0.0,105.72299557831259,320912.62535693264
3781.9338234094675,322692.6491995219,0.0,106.30941517657567,322692.6491995219
3778.153968817907,322854.0277965517,0.0,106.3625805161482,322854.0277965517
3774.3778920028476,323185.4855914775,0.0,106.4717775630028,323185.4855914775
3770.605589188593,323246.54432870884,0.0,106.49189304645923,323246.54432870884
3766.837056603215,323408.19992884365,0.0,106.54514964326421,323408.19992884365
3763.072290478558,323569.9363728124,0.0,106.59843287364987,323569.9363728124
3759.3112870502337,323746.06887643563,0.0,106.6564588110247,323746.06887643563
3755.554042557612,329776.6727668198,0.0,108.64320990169463,329776.6727668198
3751.800553243824,329825.300778293,0.0,108.6592301471937,329825.300778293
3748.0508153557575,329990.2464145015,0.0,108.71357062927395,329990.2464145015
3744.3048251440473,330155.2745400044,0.0,108.76793828702326,330155.2745400044
3740.5625788630778,337311.0167687865,0.0,111.12536035220886,337311.0167687865
3736.8240727709767,337479.7060116762,0.0,111.18093414604232,337479.7060116762
3733.0893031296127,338725.87843093637,0.0,111.59147916908316,338725.87843093637
3729.358266204587,338895.27524616144,0.0,111.6472860689429,338895.27524616144
3725.6309582652375,341428.8690478861,0.0,112.4819653714448,341428.8690478861
3721.9073755846266,341599.6176286742,0.0,112.53821760343966,341599.6176286742
3718.1875144395453,341770.4516008254,0.0,112.59449796717506,341770.4516008254
3714.4713711105037,341895.1551767318,0.0,112.63558091176002,341895.1551767318
3710.75894188173,342356.3073964419,0.0,112.78750511240843,342356.3073964419
3707.050223041165,342527.519789166,0.0,112.84391014483366,342527.519789166
3703.345210880461,343470.44698961056,0.0,113.15455260750522,343470.44698961056
3699.6439016949753,349588.87656518206,0.0,115.17023741343922,349588.87656518206
3695.9462917837695,349763.7059659522,0.0,115.22783405035565,349763.7059659522
3692.252377449603,349938.6227985499,0.0,115.285459491233,349938.6227985499
3688.562154998929,350124.877188924,0.0,115.34682003156095,350124.877188924
3684.875620741896,350299.97464350733,0.0,115.40450497741217,350299.97464350733
3681.192770992337,350475.1596641228,0.0,115.4622187714373,350475.1596641228
3677.5136020677696,349450.87100429303,0.0,115.12477219907622,349450.87100429303
3673.8381102893927,348852.7422013108,0.0,114.92772177538964,348852.7422013108
3670.166291982083,349027.20346122753,0.0,114.98519713021636,349027.20346122753
3666.498143474388,349497.45257695153,0.0,115.14011825594989,349497.45257695153
3662.8336610985248,349672.26992224256,0.0,115.1977109212514,349672.26992224256
3659.1728411903787,349847.14102801756,0.0,115.2553212976648,349847.14102801756
3655.5156800894956,348256.124199483,0.0,114.73116907728678,348256.124199483
3651.862174139078,348430.28709092434,0.0,114.78854613617088,348430.28709092434
3648.212319685986,348691.2140785365,0.0,114.87450717533815,348691.2140785365
3644.5661130807302,349879.68086077017,0.0,115.26604137634789,349879.68086077017
3640.9235506774694,345712.6190811673,0.0,113.89322454307587,345712.6190811673
3637.284628834002,345885.74778590555,0.0,113.95026089452875,345885.74778590555
3633.6493439117717,346123.53127304395,0.0,114.02859742781835,346123.53127304395
3630.017692275856,346296.7165757353,0.0,114.08565242517255,346296.7165757353
3626.3896702949664,316123.82112858235,0.0,104.145348928555,316123.82112858235
3622.7652743414446,316278.79919060925,0.0,104.1964056451556,316278.79919060925
3619.144500791255,316436.91448883066,0.0,104.24849590790588,316436.91448883066
3615.5273460239864,316747.5906576861,0.0,104.35084655612253,316747.5906576861
3611.913806422846,316903.43354365084,0.0,104.40218818447211,316903.43354365084
3608.3038783746533,317061.91695396334,0.0,104.45439971983652,317061.91695396334
3604.6975582698433,317219.7989429748,0.0,104.50641312008086,317219.7989429748
3601.094842502455,315266.1844285743,0.0,103.86280497771509,315266.1844285743
3597.4957274701333,316689.9966700888,0.0,104.33187251641526,316689.9966700888
3593.9002095741216,316848.37334058085,0.0,104.38404888690089,316848.37334058085
3590.308285219262,317143.4837729632,0.0,104.48127148418318,317143.4837729632
